underlying_symbol,quote_date,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size_1545,bid_1545,ask_size_1545,ask_1545,underlying_bid_1545,underlying_ask_1545,implied_underlying_price_1545,active_underlying_price_1545,implied_volatility_1545,delta_1545,gamma_1545,theta_1545,vega_1545,rho_1545,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code,T,fittedPrices,midPrices,pricingError,ask_IV,bid_IV,mid_IV,r,delta,adj_bid_IV,adj_ask_IV,adj_mid_IV,Forward,m,mid_TIV,ask_TIV,bid_TIV,adj_mid_TIV,adj_ask_TIV,adj_bid_TIV
^SPX,2024-02-20,SPXW,2024-02-21,5100,P,117.09,131,117.09,131,4,3,130.6,2,132.5,4967.82,4969.27,0,4968.545,0.2551,-0.9725,0.001,-0.6525,0.174,-0.1325,2,126.7,3,127.4,4975.2,4976.63,126.4225,17,NA,0.00278186962569516,131.41008279669586,131.55,-0.13991720330415092,0.30369933057386456,0.049599979903937996,0.26313467195731094,0.05878448621848276,0.00701771991789349,0.18187817629222033,0.1959036606345333,0.1888909184633768,4969.260563712257,0.025969490627747085,1.9261625114244e-4,2.565809695435944e-4,6.843838832612583e-6,9.925649366842961e-5,1.067632719666139e-4,9.202333201455785e-5
^SPX,2024-02-20,SPXW,2024-02-21,5055,P,93.99,97.2,78.37,84.4,115,3,85.8,100,88.4,4967.82,4969.27,0,4968.545,0.1725,-0.9694,0.0015,-0.5028,0.1959,-0.1322,5,81.7,3,82.5,4975.2,4976.63,90.9441,85,NA,0.00278186962569516,86.25588077515567,87.1,-0.8441192248443201,0.24207104737365606,0.13096470745202227,0.20700836465370165,0.05878448621848276,0.00701771991789349,0.1484319353798554,0.15321818147295949,0.15082505842640745,4969.260563712257,0.017106803369901794,1.1920996530774195e-4,1.6301308675422372e-4,4.771394514353622e-5,6.328252174910081e-5,6.530664593189914e-5,6.12902613119496e-5
^SPX,2024-02-20,SPXW,2024-02-21,5050,P,69.23,86,69.23,76.7,51,3,80.8,100,83.4,4967.82,4969.27,0,4968.545,0.1641,-0.9681,0.0017,-0.5028,0.2035,-0.132,5,76.7,2,77.5,4975.2,4976.63,78.0418,1186,NA,0.00278186962569516,81.25466432144276,82.1,-0.8453356785572339,0.23163010843123566,0.12409552108801239,0.19756199374690198,0.05878448621848276,0.00701771991789349,0.14562942690510794,0.14966789495784094,0.14764866093147444,4969.260563712257,0.016117194184735544,1.0857843389461025e-4,1.4925427993253104e-4,4.2839953096153386e-5,6.064511134584082e-5,6.231521152220253e-5,5.899769623720742e-5
^SPX,2024-02-20,SPXW,2024-02-21,5045,P,55.91,84.45,55.91,75.38,37,3,75.9,100,78.6,4967.82,4969.27,0,4968.545,0.1607,-0.9621,0.002,-0.6025,0.2329,-0.1312,6,71.7,3,72.6,4975.2,4976.63,74.9778,126,NA,0.00278186962569516,76.35655739459435,77.25,-0.893442605405653,0.22540770376650304,0.13086247132527723,0.192457998748383,0.05878448621848276,0.00701771991789349,0.14185807163854933,0.148533756733106,0.14519591418582767,4969.260563712257,0.015126604703039396,1.0304067705232276e-4,1.413429926356977e-4,4.7639479510383314e-05,5.864696789459613e-5,6.137437795187956e-5,5.5981544529393166e-5
^SPX,2024-02-20,SPXW,2024-02-21,5040,P,48.67,78.26,48.67,67.05,93,3,71,100,73.6,4967.82,4969.27,0,4968.545,0.1563,-0.9559,0.0023,-0.7022,0.2623,-0.1303,6,66.8,3,67.7,4975.2,4976.63,65.0332,155,NA,0.00278186962569516,71.4557488308983,72.3,-0.8442511691016961,0.21460136404843833,0.13196231450695753,0.1840497558976742,0.05878448621848276,0.00701771991789349,0.14038104213321867,0.1458633091510977,0.14312217564215818,4969.260563712257,0.014135032980744176,9.42339214411907e-5,1.2811551562088644e-4,4.84436235710097e-5,5.6983698238960425e-5,5.918735013161383e-5,5.48218512421433e-5
^SPX,2024-02-20,SPXW,2024-02-21,5035,P,47.14,75.6,46.9,61.67,115,5,66,100,68.7,4967.82,4969.27,0,4968.545,0.1512,-0.9493,0.0026,-0.8021,0.2926,-0.1295,6,61.9,4,62.9,4975.2,4976.63,61.903,185,NA,0.00278186962569516,66.55571615940153,67.35,-0.79428384059846735,0.20565080835752347,0.12404153867955904,0.1754103479764613,0.05878448621848276,0.00701771991789349,0.1397894563745908,0.1420578352332789,0.14092364580393485,4969.260563712257,0.013142477067992575,8.559476281340498e-5,1.176515395257393e-4,4.2802689852056136e-5,5.5246467354533714e-5,5.613932121999848e-5,5.4360770603467005e-5
^SPX,2024-02-20,SPXW,2024-02-21,5030,P,45.57,72.5,41.5,60.4,153,3,61.3,10,62.4,4967.82,4969.27,0,4968.545,0.1488,-0.9381,0.0031,-1.0016,0.3398,-0.128,3,57.3,2,58,4975.2,4976.63,58.7583,522,NA,0.00278186962569516,61.75918035287759,61.849999999999994,-0.09081964712240165,0.16652949956467009,0.13202684246242044,0.15159863840725898,0.05878448621848276,0.00701771991789349,0.137341591451893,0.1392446356793324,0.1382931135656127,4969.260563712257,0.012148935009114828,6.39333371369522e-5,7.714701494477296e-5,4.849101183145303e-5,5.32032155857477e-5,5.393786091280188e-5,5.247360763668146e-5
^SPX,2024-02-20,SPXW,2024-02-21,5025,P,39.36,63.96,37.34,52.65,982,3,56.5,5,57.3,4967.82,4969.27,0,4968.545,0.1435,-0.9284,0.0036,-1.1513,0.3791,-0.1267,2,52.6,3,53.3,4975.2,4976.63,54.7432,1150,NA,0.00278186962569516,56.906554490991766,56.9,0.006554490991767636,0.1538005020271785,0.1307952374057538,0.14331504537965326,0.05878448621848276,0.00701771991789349,0.13518506550287437,0.13832979804239562,0.136757431772635,4969.260563712257,0.011154404842606469,5.7137382825689754e-5,6.580399773574112e-5,4.759054009955547e-5,5.2028181355679806e-5,5.323144534991747e-5,5.083867279254253e-5
^SPX,2024-02-20,SPXW,2024-02-21,5020,P,37.2,61.24,33.42,48.02,340,3,51.8,5,52.6,4967.82,4969.27,0,4968.545,0.1413,-0.9122,0.0043,-1.4506,0.4389,-0.1245,2,48,2,48.6,4975.2,4976.63,46.9973,270,NA,0.00278186962569516,52.2104814466893,52.2,0.010481446689297513,0.1501806465579829,0.13064023318286025,0.14104699350476993,0.05878448621848276,0.00701771991789349,0.1342339986231213,0.13684624827940026,0.13554012345126076,4969.260563712257,0.010158884601104878,5.534322197649105e-5,6.274291791118206e-5,4.747780872215198e-5,5.110607480867965e-5,5.209578224278115e-5,5.0125858902689957e-5
^SPX,2024-02-20,SPXW,2024-02-21,5015,P,32.1,56.4,29.09,43.86,197,3,47.2,5,48,4967.82,4969.27,0,4968.545,0.1406,-0.8901,0.0051,-1.8994,0.513,-0.1214,6,43.5,30,44.1,4975.2,4976.63,45.6409,293,NA,0.00278186962569516,47.661648245918514,47.6,0.061648245918512146,0.1472751339547423,0.13060919447542801,0.13933196214879012,0.05878448621848276,0.00701771991789349,0.1335923635842638,0.13577991235378212,0.13468613796902296,4969.260563712257,0.009162372311365935,5.400553576331126e-5,6.0338655042299974e-5,4.74552509737935e-5,5.046410469085987e-5,5.1287061949112756e-5,4.964780356980243e-5
^SPX,2024-02-20,SPXW,2024-02-21,5010,P,29.22,53.07,25.64,39.22,450,8,42.8,5,43.5,4967.82,4969.27,0,4968.545,0.1387,-0.8658,0.0059,-2.3982,0.5855,-0.1181,8,39.1,28,39.7,4975.2,4976.63,39.7884,374,NA,0.00278186962569516,43.15835949943539,43.15,0.008359499435393047,0.1446141229950777,0.13213689615749774,0.13855144134408695,0.05878448621848276,0.00701771991789349,0.13275507683218787,0.13461761368722414,0.13368634525970602,4969.260563712257,0.008164865994240543,5.340216555110333e-5,5.8177919843003174e-5,4.8571886889179575e-5,4.971768218990356e-5,5.0412768496727935e-5,4.902742109650118e-5
^SPX,2024-02-20,SPXW,2024-02-21,5005,P,26.5,47.3,22.73,34.44,323,12,38.4,5,39.2,4967.82,4969.27,0,4968.545,0.1382,-0.8351,0.0068,-3.0966,0.6666,-0.1139,12,33.9,8,35.5,4975.2,4976.63,34.8097,424,NA,0.00278186962569516,38.86012512835441,38.8,0.060125128354414414,0.14336157412835476,0.1308957783962657,0.1372677735040171,0.05878448621848276,0.00701771991789349,0.1330589572220396,0.13465442461076177,0.13385669091640068,4969.260563712257,0.007166363664650831,5.2417216079900246e-5,5.717448936227198e-5,4.766373296421182e-5,4.98444653255622e-5,5.044034281244984e-5,4.9252128485757795e-5
^SPX,2024-02-20,SPXW,2024-02-21,5000,P,22.5,46.2,20.5,31.22,2623,8,34.3,10,35,4967.82,4969.27,0,4968.545,0.1376,-0.8001,0.0078,-3.9444,0.7471,-0.1092,7,30.9,28,31.5,4975.2,4976.63,36.7674,4031,NA,0.00278186962569516,34.714033634377756,34.65,0.06403363437775766,0.14147405916422187,0.13184545268084302,0.1367218531452121,0.05878448621848276,0.00701771991789349,0.13233095594603733,0.13512609885175947,0.1337285273988984,4969.260563712257,0.006166863331567329,5.200111371529992e-5,5.5678868566528106e-5,4.8357861152593216e-5,4.97490620447651e-5,5.079433161527891e-5,4.871465960294954e-5
^SPX,2024-02-20,SPXW,2024-02-21,4995,P,20.21,41.6,17.47,26.9,567,7,30.4,5,31.1,4967.82,4969.27,0,4968.545,0.1378,-0.7591,0.0086,-5.0419,0.8265,-0.1036,4,27.2,4,27.6,4975.2,4976.63,31.3937,464,NA,0.00278186962569516,30.813823934413904,30.75,0.06382393441390377,0.14129317719201362,0.1326671812481815,0.13701491869895027,0.05878448621848276,0.00701771991789349,0.13310818830187146,0.1355972938332641,0.13435274106756778,4969.260563712257,0.0051663629979838265,5.222428313770379e-5,5.5536582902677866e-5,4.8962521623789806e-5,5.02145800859271e-5,5.114919665242905e-5,4.928858125961647e-5
^SPX,2024-02-20,SPXW,2024-02-21,4990,P,18.3,38.54,14.95,23.8,2083,18,26.9,26,27.2,4967.82,4969.27,0,4968.545,0.1367,-0.7159,0.0095,-6.2391,0.8948,-0.0977,11,23.6,3,24,4975.2,4976.63,23.6646,483,NA,0.00278186962569516,27.013974259139104,27.049999999999997,-0.03602574086089305,0.13879284276192075,0.13541248716252546,0.13710612107988052,0.05878448621848276,0.00701771991789349,0.13541248716252546,0.1358201155800768,0.13561630137130115,4969.260563712257,0.0041648606608943135,5.229383124560978e-5,5.35884153484639e-5,5.100986833860879e-5,5.116353747612267e-5,5.131743773265414e-5,5.100986833860879e-5
^SPX,2024-02-20,SPXW,2024-02-21,4985,P,15.77,31.01,13.3,20.58,1856,12,23.4,23,23.7,4967.82,4969.27,0,4968.545,0.1369,-0.6668,0.0101,-7.7854,0.9557,-0.091,13,20.4,8,20.7,4975.2,4976.63,20.2027,535,NA,0.00278186962569516,23.556364266545188,23.549999999999997,0.006364266545190844,0.13840825970636525,0.13525444253146926,0.13683309576516142,0.05878448621848276,0.00701771991789349,0.13525444253146926,0.13564272861801807,0.13544858557474365,4969.260563712257,0.0031623543112687,5.208576870424485e-5,5.32918489989296e-5,5.089086703576124e-5,5.103706849911112e-5,5.118347966825725e-5,5.089086703576124e-5
^SPX,2024-02-20,SPXW,2024-02-21,4980,P,13.61,30.7,11.02,17.4,3903,8,20.3,53,20.5,4967.82,4969.27,0,4968.545,0.1371,-0.615,0.0106,-9.5808,1.0022,-0.0839,16,17.4,10,17.7,4975.2,4976.63,17.9436,1212,NA,0.00278186962569516,20.35201886588584,20.4,-0.04798113411415983,0.1385777107976244,0.13658021476076146,0.13757928361806557,0.05878448621848276,0.00701771991789349,0.13658021476076146,0.13495712322767045,0.13576866899421597,4969.260563712257,0.0021588419340286343,5.265539318678218e-5,5.342241764929032e-5,5.189342736581548e-5,5.127856857193969e-5,5.066737409307274e-5,5.189342736581548e-5
^SPX,2024-02-20,SPXW,2024-02-21,4975,P,10.8,27.51,9.27,14.87,5076,17,17.3,2,17.5,4967.82,4969.27,0,4968.545,0.1377,-0.561,0.0109,-11.6263,1.0318,-0.0764,38,14.7,31,15,4975.2,4976.63,15.5103,1001,NA,0.00278186962569516,17.454788536862452,17.4,0.05478853686245344,0.13813769313579932,0.1362012217116073,0.13716954437382842,0.05878448621848276,0.00701771991789349,0.1362012217116073,0.13560559386767068,0.135903407789639,4969.260563712257,0.0011543215080232019,5.234222316452514e-5,5.3083698135509194e-5,5.1605831373625675e-5,5.138039826524029e-5,5.1155458622315405e-5,5.1605831373625675e-5
^SPX,2024-02-20,SPXW,2024-02-21,4970,P,9.99,24.4,8.1,12.52,4846,31,14.7,70,14.9,4967.82,4969.27,0,4968.545,0.1385,-0.5062,0.011,-13.0994,1.0431,-0.069,55,12.3,31,12.6,4975.2,4976.63,14.2969,432,NA,0.00278186962569516,14.853053376780736,14.8,0.05305337678073485,0.1389491236520846,0.1370357838515671,0.1379924550931668,0.05878448621848276,0.00701771991789349,0.1370357838515671,0.13645523018274003,0.13674550701715354,4969.260563712257,1.4879100600427702e-4,5.297213236068546e-5,5.370916451864814e-5,5.22401901734877e-5,5.201910841121999e-5,5.179849545318573e-5,5.22401901734877e-5
^SPX,2024-02-20,SPXW,2024-02-21,4965,P,8.2,21.29,6.99,10.35,3849,30,12.3,25,12.5,4967.82,4969.27,0,4968.545,0.1386,-0.4516,0.0109,-12.2324,1.036,-0.0615,38,10.2,45,10.5,4975.2,4976.63,13.3621,617,NA,0.00278186962569516,12.45321152088627,12.4,0.053211520886270236,0.13905082424837797,0.13712360214611227,0.13808725977816083,0.05878448621848276,0.00701771991789349,0.13712360214611227,0.13654664347783615,0.1368351228119742,4969.260563712257,-8.577516053970244e-4,5.30449440437313e-5,5.3787815652236994e-5,5.230716704998702e-5,5.208731191384466e-5,5.186791979389782e-5,5.230716704998702e-5
^SPX,2024-02-20,SPXW,2024-02-21,4960,P,6.8,18.76,5.8,8.5,6815,20,10.3,35,10.4,4967.82,4969.27,0,4968.545,0.1389,-0.3981,0.0106,-10.2737,1.0108,-0.0542,83,8.3,71,8.6,4975.2,4976.63,10.6876,815,NA,0.00278186962569516,10.345797054611921,10.350000000000001,-0.0042029453880800816,0.1394359875289696,0.13844702995333796,0.1389415657377522,0.05878448621848276,0.00701771991789349,0.13844702995333796,0.13786284008651342,0.1381549350199257,4969.260563712257,-0.0018653083656969035,5.370332183013465e-5,5.408620703909114e-5,5.3321708886337726e-5,5.30969504212757e-5,5.287266665138723e-5,5.3321708886337726e-5
^SPX,2024-02-20,SPXW,2024-02-21,4955,P,5.85,16.3,4.89,6.9,4031,52,8.4,115,8.6,4967.82,4969.27,0,4968.545,0.1397,-0.347,0.0101,-8.4799,0.9696,-0.0472,103,6.7,73,7,4975.2,4976.63,8.5443,805,NA,0.00278186962569516,8.550137196142941,8.5,0.05013719614294132,0.1402152499745987,0.13814682219582622,0.13918162496630396,0.05878448621848276,0.00701771991789349,0.13814682219582622,0.13754368303815573,0.137845252616991,4969.260563712257,-0.0028738813205816754,5.388905624495168e-5,5.469243681729802e-5,5.309071461694403e-5,5.28591773442144e-5,5.2628146061360494e-5,5.309071461694403e-5
^SPX,2024-02-20,SPXW,2024-02-21,4950,P,5.3,14,3.7,5.52,8329,127,6.8,62,7,4967.82,4969.27,0,4968.545,0.1399,-0.2984,0.0095,-6.8837,0.9142,-0.0405,50,5.4,101,5.6,4975.2,4976.63,7.075,2806,NA,0.00278186962569516,6.944884435072936,6.9,0.0448844350729356,0.1405063313505643,0.1383026083911946,0.13940568464798708,0.05878448621848276,0.00701771991789349,0.1383026083911946,0.1376681603382652,0.1379853843647299,4969.260563712257,-0.003883472521934023,5.406270105860994e-5,5.491975124084562e-5,5.3210521410031274e-5,5.296670391945093e-5,5.272344631397679e-5,5.3210521410031274e-5
^SPX,2024-02-20,SPXW,2024-02-21,4945,P,4.5,11.9,2.9,4.3,6263,76,5.5,166,5.7,4967.82,4969.27,0,4968.545,0.1403,-0.2535,0.0087,-5.5369,0.8473,-0.0344,116,4.2,131,4.4,4975.2,4976.63,5.65,447,NA,0.00278186962569516,5.5916715263292645,5.6,-0.008328473670735193,0.14159010624035553,0.139204200156152,0.14039936700884625,0.05878448621848276,0.00701771991789349,0.139204200156152,0.13852575615526147,0.13886497815570675,4969.260563712257,-0.004894084027857489,5.483616470155677e-5,5.577024955856472e-5,5.39065392185571e-5,5.36441332934892e-5,5.3382367596607435e-5,5.39065392185571e-5
^SPX,2024-02-20,SPXW,2024-02-21,4940,P,3.67,10,2.14,3.34,7530,138,4.3,144,4.5,4967.82,4969.27,0,4968.545,0.1405,-0.2123,0.0079,-4.3896,0.7716,-0.0287,158,3.2,140,3.4,4975.2,4976.63,5.0116,1591,NA,0.00278186962569516,4.436590214947273,4.4,0.03659021494727277,0.1413341482484298,0.13869234176383172,0.14001722990389853,0.05878448621848276,0.00701771991789349,0.13869234176383172,0.1413341482484298,0.14001324500613077,4969.260563712257,-0.0059057179027018685,5.453806626644417e-5,5.55687956735487e-5,5.351083585356695e-5,5.4534961998118335e-5,5.55687956735487e-5,5.351083585356695e-5
^SPX,2024-02-20,SPXW,2024-02-21,4935,P,2.95,8.28,1.53,2.55,6200,99,3.4,76,3.5,4967.82,4969.27,0,4968.545,0.1408,-0.1754,0.007,-3.4418,0.6915,-0.0237,163,2.45,125,2.6,4975.2,4976.63,3.7852,302,NA,0.00278186962569516,3.4837273030369715,3.45,0.03372730303697136,0.14104088208232404,0.13955487167976488,0.1402995966385313,0.05878448621848276,0.00701771991789349,0.13955487167976488,0.14104088208232404,0.14029787688104445,4969.260563712257,-0.006918376217088068,5.4758257219918054e-5,5.5338426149609224e-5,5.417847495409939e-5,5.475691480200787e-5,5.5338426149609224e-5,5.417847495409939e-5
^SPX,2024-02-20,SPXW,2024-02-21,4930,P,2.43,7.4,1.13,1.92,6350,76,2.65,216,2.75,4967.82,4969.27,0,4968.545,0.1407,-0.1424,0.0061,-2.6437,0.6079,-0.0192,110,1.85,21,1.95,4975.2,4976.63,3.4243,1294,NA,0.00278186962569516,2.6790714875041886,2.7,-0.020928512495811624,0.14190014516827873,0.14020471268901044,0.14105532099889467,0.05878448621848276,0.00701771991789349,0.14020471268901044,0.14183034365341207,0.14101752817121127,4969.260563712257,-0.007932061047934204,5.534975715954492e-5,5.60147564634745e-5,5.4684216767463226e-5,5.532010150969662e-5,5.595966204202256e-5,5.4684216767463226e-5
^SPX,2024-02-20,SPXW,2024-02-21,4925,P,2.15,5.6,0.87,1.45,11649,166,2,133,2.1,4967.82,4969.27,0,4968.545,0.1415,-0.1152,0.0052,-2.0452,0.5287,-0.0155,20,1.4,245,1.5,4975.2,4976.63,2.6185,2709,NA,0.00278186962569516,2.076174012979891,2.05,0.02617401297989108,0.14196851919427236,0.1399868517440759,0.14098272627111427,0.05878448621848276,0.00701771991789349,0.1399868517440759,0.14196851919427236,0.14097768546917414,4969.260563712257,-0.00894677447848082,5.529279983870239e-5,5.6068750448246553e-5,5.451440365908532e-5,5.528884594906936e-5,5.6068750448246553e-5,5.451440365908532e-5
^SPX,2024-02-20,SPXW,2024-02-21,4920,P,1.66,4.9,0.63,1.1,6328,20,1.55,55,1.6,4967.82,4969.27,0,4968.545,0.1419,-0.0914,0.0044,-1.5463,0.451,-0.0123,20,1.05,142,1.15,4975.2,4976.63,2.4093,1487,NA,0.00278186962569516,1.5761075401888434,1.5750000000000002,0.0011075401888431813,0.14245512233435628,0.1412889776828541,0.1418741738235026,0.05878448621848276,0.00701771991789349,0.1412889776828541,0.14245512233435628,0.1418720500086052,4969.260563712257,-0.009962518598316246,5.599425408244938e-5,5.6453765202217355e-5,5.553328164033453e-5,5.599257765977604e-5,5.6453765202217355e-5,5.553328164033453e-5
^SPX,2024-02-20,SPXW,2024-02-21,4915,P,1.35,4,0.52,0.85,5496,415,1.15,345,1.25,4967.82,4969.27,0,4968.545,0.1432,-0.0733,0.0037,-1.1971,0.3854,-0.0098,120,0.8,110,0.85,4975.2,4976.63,1.4555,671,NA,0.00278186962569516,1.2145873131342455,1.2,0.01458731313424555,0.14417276396565787,0.141388826860944,0.14279521558953126,0.05878448621848276,0.00701771991789349,0.141388826860944,0.14417276396565787,0.14278079541330094,4969.260563712257,-0.010979295503403087,5.6723639148194994e-5,5.782334635655822e-5,5.561180031791891e-5,5.6712183252162754e-5,5.782334635655822e-5,5.561180031791891e-5
